Seconds,Channel,Value
71220,35,254
71220,28,254
71230,38,0
71230,35,0
71230,28,0
71240,38,254
71240,35,254
71240,28,254
71250,38,0
71250,35,0
71250,28,0
71260,38,254
71260,35,254
71260,28,254
71270,38,0
71270,35,0
71270,28,0
71280,38,254
71280,35,254
71280,28,254
71290,38,0
71290,35,0
71290,28,0
71300,38,254
71300,35,254
71300,28,254
71310,38,0
71310,35,0
71310,28,0
71320,38,254
71320,35,254
71320,28,254
71330,38,0
71330,35,0
71330,28,0
71340,38,254
71340,35,254
71340,28,254
71350,38,0
71350,35,0
71350,28,0
71360,38,254
71360,35,254
71360,28,254
71370,38,0
71370,35,0
71370,28,0
71380,38,254
71380,35,254
71380,28,254
71390,38,0
71390,35,0
71390,28,0
71400,38,254
71400,35,254
71400,28,254
71410,38,0
71410,35,0
71410,28,0
71420,38,254
71420,35,254
71420,28,254
71430,38,0
71430,35,0
71430,28,0
71440,38,254
71440,35,254
71440,28,254
71450,38,0
71450,35,0
71450,28,0
71460,38,254
71460,35,254
71460,28,254
71470,38,0
71470,35,0
71470,28,0
71480,38,254
71480,35,254
71480,28,254
71490,38,0
71490,35,0
71490,28,0
71500,38,254
71500,35,254
71500,28,254
71510,38,0
71510,35,0
71510,28,0
71520,38,254
71520,35,254
71520,28,254
71530,38,0
71530,35,0
71530,28,0
71540,38,254
71540,35,254
71540,28,254
71550,38,0
71550,35,0
71550,28,0
71560,38,254
71560,35,254
71560,28,254
71570,38,0
71570,35,0
71570,28,0
71580,38,254
71580,35,254
71580,28,254
71590,38,0
71590,35,0
71590,28,0
71600,38,254
71600,35,254
71600,28,254
71610,38,0
71610,35,0
71610,28,0
71620,38,254
71620,35,254
71620,28,254
71630,38,0
71630,35,0
71630,28,0
71640,38,254
71640,35,254
71640,28,254
71650,38,0
71650,35,0
71650,28,0
71660,38,254
71660,35,254
71660,28,254
71670,38,0
71670,35,0
71670,28,0
71680,38,254
71680,35,254
71680,28,254
71690,38,0
71690,35,0
71690,28,0
71700,38,254
71700,35,254
71700,28,254
71710,38,0
71710,35,0
71710,28,0
71720,38,254
71720,35,254
71720,28,254
71730,38,0
71730,35,0
71730,28,0
71740,38,254
71740,35,254
71740,28,254
71750,38,0
71750,35,0
71750,28,0
71760,38,254
71760,35,254
71760,28,254
71770,38,0
71770,35,0
71770,28,0
71780,38,254
71780,35,254
71780,28,254
71790,38,0
71790,35,0
71790,28,0
71800,38,254
71800,35,254
71800,28,254
71810,38,0
71810,35,0
71810,28,0
71820,38,254
71820,35,254
71820,28,254
71830,38,0
71830,35,0
71830,28,0
71840,38,254
71840,35,254
71840,28,254
71850,38,0
71850,35,0
71850,28,0
71860,38,254
71860,35,254
71860,28,254
71870,38,0
71870,35,0
71870,28,0
71880,38,254
71880,35,254
71880,28,254
71890,38,0
71890,35,0
71890,28,0
71900,38,254
71900,35,254
71900,28,254
71910,38,0
71910,35,0
71910,28,0
71920,38,254
71920,35,254
71920,28,254
71930,38,0
71930,35,0
71930,28,0
71940,38,254
71940,35,254
71940,28,254
71950,38,0
71950,35,0
71950,28,0
71960,38,254
71960,35,254
71960,28,254
71970,38,0
71970,35,0
71970,28,0
71980,38,254
71980,35,254
71980,28,254
71990,38,0
71990,35,0
71990,28,0
72000,38,254
72000,35,254
72000,28,254
72010,38,0
72010,35,0
72010,28,0
72020,38,254
72020,35,254
72020,28,254
72030,38,0
72030,35,0
72030,28,0
72040,38,254
72040,35,254
72040,28,254
72050,38,0
72050,35,0
72050,28,0
72060,38,254
72060,35,254
72060,28,254
72070,38,0
72070,35,0
72070,28,0
72080,38,254
72080,35,254
72080,28,254
72090,38,0
72090,35,0
72090,28,0
72100,38,254
72100,35,254
72100,28,254
72110,38,0
72110,35,0
72110,28,0
72120,38,254
72120,35,254
72120,28,254
72130,38,0
72130,35,0
72130,28,0
72140,38,254
72140,35,254
72140,28,254
72150,38,0
72150,35,0
72150,28,0
72160,38,254
72160,35,254
72160,28,254
72170,38,0
72170,35,0
72170,28,0
72180,38,254
72180,35,254
72180,28,254
72190,38,0
72190,35,0
72190,28,0
72200,38,254
72200,35,254
72200,28,254
72210,38,0
72210,35,0
72210,28,0
72220,38,254
72220,35,254
72220,28,254
72230,38,0
72230,35,0
72230,28,0
72240,38,254
72240,35,254
72240,28,254
72250,38,0
72250,35,0
72250,28,0
72260,38,254
72260,35,254
72260,28,254
72270,38,0
72270,35,0
72270,28,0
72280,38,254
72280,35,254
72280,28,254
72290,38,0
72290,35,0
72290,28,0
72300,38,254
72300,35,254
72300,28,254
72310,38,0
72310,35,0
72310,28,0
72320,38,254
72320,35,254
72320,28,254
72330,38,0
72330,35,0
72330,28,0
72340,38,254
72340,35,254
72340,28,254
72350,38,0
72350,35,0
72350,28,0
72360,38,254
72360,35,254
72360,28,254
72370,38,0
72370,35,0
72370,28,0
72380,38,254
72380,35,254
72380,28,254
72390,38,0
72390,35,0
72390,28,0
72400,38,254
72400,35,254
72400,28,254
72410,38,0
72410,35,0
72410,28,0
72420,38,254
72420,35,254
72420,28,254
72430,38,0
72430,35,0
72430,28,0
72440,38,254
72440,35,254
72440,28,254
72450,38,0
72450,35,0
72450,28,0
72460,38,254
72460,35,254
72460,28,254
72470,38,0
72470,35,0
72470,28,0
72480,38,254
72480,35,254
72480,28,254
72490,38,0
72490,35,0
72490,28,0
72500,38,254
72500,35,254
72500,28,254
72510,38,0
72510,35,0
72510,28,0
72520,38,254
72520,35,254
72520,28,254
72530,38,0
72530,35,0
72530,28,0
72540,38,254
72540,35,254
72540,28,254
72550,38,0
72550,35,0
72550,28,0
72560,38,254
72560,35,254
72560,28,254
72570,38,0
72570,35,0
72570,28,0
72580,38,254
72580,35,254
72580,28,254
72590,38,0
72590,35,0
72590,28,0
72600,38,254
72600,35,254
72600,28,254
72610,38,0
72610,35,0
72610,28,0
72620,38,254
72620,35,254
72620,28,254
72630,38,0
72630,35,0
72630,28,0
72640,38,254
72640,35,254
72640,28,254
72650,38,0
72650,35,0
72650,28,0
72660,38,254
72660,35,254
72660,28,254
72670,38,0
72670,35,0
72670,28,0
72680,38,254
72680,35,254
72680,28,254
72690,38,0
72690,35,0
72690,28,0
72700,38,254
72700,35,254
72700,28,254
72710,38,0
72710,35,0
72710,28,0
72720,38,254
72720,35,254
72720,28,254
72730,38,0
72730,35,0
72730,28,0
72740,38,254
72740,35,254
72740,28,254
72750,38,0
72750,35,0
72750,28,0
72760,38,254
72760,35,254
72760,28,254
72770,38,0
72770,35,0
72770,28,0
72780,38,254
72780,35,254
72780,28,254
72790,38,0
72790,35,0
72790,28,0
72800,38,254
72800,35,254
72800,28,254
72810,38,0
72810,35,0
72810,28,0
72820,38,254
72820,35,254
72820,28,254
72830,38,0
72830,35,0
72830,28,0
72840,38,254
72840,35,254
72840,28,254
72850,38,0
72850,35,0
72850,28,0
72860,38,254
72860,35,254
72860,28,254
72870,38,0
72870,35,0
72870,28,0
72880,38,254
72880,35,254
72880,28,254
72890,38,0
72890,35,0
72890,28,0
72900,38,254
72900,35,254
72900,28,254
72910,38,0
72910,35,0
72910,28,0
72920,38,254
72920,35,254
72920,28,254
72930,38,0
72930,35,0
72930,28,0
72940,38,254
72940,35,254
72940,28,254
72950,38,0
72950,35,0
72950,28,0
72960,38,254
72960,35,254
72960,28,254
72970,38,0
72970,35,0
72970,28,0
72980,38,254
72980,35,254
72980,28,254
72990,38,0
72990,35,0
72990,28,0
73000,38,254
73000,35,254
73000,28,254
73010,38,0
73010,35,0
73010,28,0
73020,38,254
73020,35,254
73020,28,254
73030,38,0
73030,35,0
73030,28,0
73040,38,254
73040,35,254
73040,28,254
73050,38,0
73050,35,0
73050,28,0
73060,38,254
73060,35,254
73060,28,254
73070,38,0
73070,35,0
73070,28,0
73080,38,254
73080,35,254
73080,28,254
73090,38,0
73090,35,0
73090,28,0
73100,38,254
73100,35,254
73100,28,254
73110,38,0
73110,35,0
73110,28,0
73120,38,254
73120,35,254
73120,28,254
73130,38,0
73130,35,0
73130,28,0
73140,38,254
73140,35,254
73140,28,254
73150,38,0
73150,35,0
73150,28,0
73160,38,254
73160,35,254
73160,28,254
73170,38,0
73170,35,0
73170,28,0
73180,38,254
73180,35,254
73180,28,254
73190,38,0
73190,35,0
73190,28,0
73200,38,254
73200,35,254
73200,28,254
73210,38,0
73210,35,0
73210,28,0
73220,38,254
73220,35,254
73220,28,254
73230,38,0
73230,35,0
73230,28,0
73240,38,254
73240,35,254
73240,28,254
73250,38,0
73250,35,0
73250,28,0
73260,38,254
73260,35,254
73260,28,254
73270,38,0
73270,35,0
73270,28,0
73280,38,254
73280,35,254
73280,28,254
73290,38,0
73290,35,0
73290,28,0
73300,38,254
73300,35,254
73300,28,254
73310,38,0
73310,35,0
73310,28,0
73320,38,254
73320,35,254
73320,28,254
73330,38,0
73330,35,0
73330,28,0
73340,38,254
73340,35,254
73340,28,254
73350,38,0
73350,35,0
73350,28,0
73360,38,254
73360,35,254
73360,28,254
73370,38,0
73370,35,0
73370,28,0
73380,38,254
73380,35,254
73380,28,254
73390,38,0
73390,35,0
73390,28,0
73400,38,254
73400,35,254
73400,28,254
73410,38,0
73410,35,0
73410,28,0
73420,38,254
73420,35,254
73420,28,254
73430,38,0
73430,35,0
73430,28,0
73440,38,254
73440,35,254
73440,28,254
73450,38,0
73450,35,0
73450,28,0
73460,38,254
73460,35,254
73460,28,254
73470,38,0
73470,35,0
73470,28,0
73480,38,254
73480,35,254
73480,28,254
73490,38,0
73490,35,0
73490,28,0
73500,38,254
73500,35,254
73500,28,254
73510,38,0
73510,35,0
73510,28,0
73520,38,254
73520,35,254
73520,28,254
73530,38,0
73530,35,0
73530,28,0
73540,38,254
73540,35,254
73540,28,254
73550,38,0
73550,35,0
73550,28,0
73560,38,254
73560,35,254
73560,28,254
73570,38,0
73570,35,0
73570,28,0
73580,38,254
73580,35,254
73580,28,254
73590,38,0
73590,35,0
73590,28,0
73600,38,254
73600,35,254
73600,28,254
73610,38,0
73610,35,0
73610,28,0
73620,38,254
73620,35,254
73620,28,254
73630,38,0
73630,35,0
73630,28,0
73640,38,254
73640,35,254
73640,28,254
73650,38,0
73650,35,0
73650,28,0
73660,38,254
73660,35,254
73660,28,254
73670,38,0
73670,35,0
73670,28,0
73680,38,254
73680,35,254
73680,28,254
73690,38,0
73690,35,0
73690,28,0
73700,38,254
73700,35,254
73700,28,254
73710,38,0
73710,35,0
73710,28,0
73720,38,254
73720,35,254
73720,28,254
73730,38,0
73730,35,0
73730,28,0
73740,38,254
73740,35,254
73740,28,254
73750,38,0
73750,35,0
73750,28,0
73760,38,254
73760,35,254
73760,28,254
73770,38,0
73770,35,0
73770,28,0
73780,38,254
73780,35,254
73780,28,254
73790,38,0
73790,35,0
73790,28,0
73800,38,254
73800,35,254
73800,28,254
73810,38,0
73810,35,0
73810,28,0
73820,38,254
73820,35,254
73820,28,254
73830,38,0
73830,35,0
73830,28,0
73840,38,254
73840,35,254
73840,28,254
73850,38,0
73850,35,0
73850,28,0
73860,38,254
73860,35,254
73860,28,254
73870,38,0
73870,35,0
73870,28,0
73880,38,254
73880,35,254
73880,28,254
73890,38,0
73890,35,0
73890,28,0
73900,38,254
73900,35,254
73900,28,254
73910,38,0
73910,35,0
73910,28,0
73920,38,254
73920,35,254
73920,28,254
73930,38,0
73930,35,0
73930,28,0
73940,38,254
73940,35,254
73940,28,254
73950,38,0
73950,35,0
73950,28,0
73960,38,254
73960,35,254
73960,28,254
73970,38,0
73970,35,0
73970,28,0
73980,38,254
73980,35,254
73980,28,254
73990,38,0
73990,35,0
73990,28,0
74000,38,254
74000,35,254
74000,28,254
74010,38,0
74010,35,0
74010,28,0
74020,38,254
74020,35,254
74020,28,254
74030,38,0
74030,35,0
74030,28,0
74040,38,254
74040,35,254
74040,28,254
74050,38,0
74050,35,0
74050,28,0
74060,38,254
74060,35,254
74060,28,254
74070,38,0
74070,35,0
74070,28,0
74080,38,254
74080,35,254
74080,28,254
74090,38,0
74090,35,0
74090,28,0
74100,38,254
74100,35,254
74100,28,254
74110,38,0
74110,35,0
74110,28,0
74120,38,254
74120,35,254
74120,28,254
74130,38,0
74130,35,0
74130,28,0
74140,38,254
74140,35,254
74140,28,254
74150,38,0
74150,35,0
74150,28,0
74160,38,254
74160,35,254
74160,28,254
74170,38,0
74170,35,0
74170,28,0
74180,38,254
74180,35,254
74180,28,254
74190,38,0
74190,35,0
74190,28,0
74200,38,254
74200,35,254
74200,28,254
74210,38,0
74210,35,0
74210,28,0
74220,38,254
74220,35,254
74220,28,254
74230,38,0
74230,35,0
74230,28,0
74240,38,254
74240,35,254
74240,28,254
74250,38,0
74250,35,0
74250,28,0
74260,38,254
74260,35,254
74260,28,254
74270,38,0
74270,35,0
74270,28,0
74280,38,254
74280,35,254
74280,28,254
74290,38,0
74290,35,0
74290,28,0
74300,38,254
74300,35,254
74300,28,254
74310,38,0
74310,35,0
74310,28,0
74320,38,254
74320,35,254
74320,28,254
74330,38,0
74330,35,0
74330,28,0
74340,38,254
74340,35,254
74340,28,254
74350,38,0
74350,35,0
74350,28,0
74360,38,254
74360,35,254
74360,28,254
74370,38,0
74370,35,0
74370,28,0
74380,38,254
74380,35,254
74380,28,254
74390,38,0
74390,35,0
74390,28,0
74400,38,254
74400,35,254
74400,28,254
74410,38,0
74410,35,0
74410,28,0
74420,38,254
74420,35,254
74420,28,254
74430,38,0
74430,35,0
74430,28,0
74440,38,254
74440,35,254
74440,28,254
74450,38,0
74450,35,0
74450,28,0
74460,38,254
74460,35,254
74460,28,254
74470,38,0
74470,35,0
74470,28,0
74480,38,254
74480,35,254
74480,28,254
74490,38,0
74490,35,0
74490,28,0
74500,38,254
74500,35,254
74500,28,254
74510,38,0
74510,35,0
74510,28,0
74520,38,254
74520,35,254
74520,28,254
74530,38,0
74530,35,0
74530,28,0
74540,38,254
74540,35,254
74540,28,254
74550,38,0
74550,35,0
74550,28,0
74560,38,254
74560,35,254
74560,28,254
74570,38,0
74570,35,0
74570,28,0
74580,38,254
74580,35,254
74580,28,254
74590,38,0
74590,35,0
74590,28,0
74600,38,254
74600,35,254
74600,28,254
74610,38,0
74610,35,0
74610,28,0
74620,38,254
74620,35,254
74620,28,254
74630,38,0
74630,35,0
74630,28,0
74640,38,254
74640,35,254
74640,28,254
74650,38,0
74650,35,0
74650,28,0
74660,38,254
74660,35,254
74660,28,254
74670,38,0
74670,35,0
74670,28,0
74680,38,254
74680,35,254
74680,28,254
74690,38,0
74690,35,0
74690,28,0
74700,38,254
74700,35,254
74700,28,254
74710,38,0
74710,35,0
74710,28,0
74720,38,254
74720,35,254
74720,28,254
74730,38,0
74730,35,0
74730,28,0
74740,38,254
74740,35,254
74740,28,254
74750,38,0
74750,35,0
74750,28,0
74760,38,254
74760,35,254
74760,28,254
74770,38,0
74770,35,0
74770,28,0
74780,38,254
74780,35,254
74780,28,254
74790,38,0
74790,35,0
74790,28,0
74800,38,254
74800,35,254
74800,28,254
74810,38,0
74810,35,0
74810,28,0
74820,38,254
74820,35,254
74820,28,254
74830,38,0
74830,35,0
74830,28,0
74840,38,254
74840,35,254
74840,28,254
74850,38,0
74850,35,0
74850,28,0
74860,38,254
74860,35,254
74860,28,254
74870,38,0
74870,35,0
74870,28,0
74880,38,254
74880,35,254
74880,28,254
74890,38,0
74890,35,0
74890,28,0
74900,38,254
74900,35,254
74900,28,254
74910,38,0
74910,35,0
74910,28,0
74920,38,254
74920,35,254
74920,28,254
74930,38,0
74930,35,0
74930,28,0
74940,38,254
74940,35,254
74940,28,254
74950,38,0
74950,35,0
74950,28,0
74960,38,254
74960,35,254
74960,28,254
74970,38,0
74970,35,0
74970,28,0
74980,38,254
74980,35,254
74980,28,254
74990,38,0
74990,35,0
74990,28,0
75000,38,254
75000,35,254
75000,28,254
75010,38,0
75010,35,0
75010,28,0
75020,38,254
75020,35,254
75020,28,254
75030,38,0
75030,35,0
75030,28,0
75040,38,254
75040,35,254
75040,28,254
75050,38,0
75050,35,0
75050,28,0
75060,38,254
75060,35,254
75060,28,254
75070,38,0
75070,35,0
75070,28,0
75080,38,254
75080,35,254
75080,28,254
75090,38,0
75090,35,0
75090,28,0
75100,38,254
75100,35,254
75100,28,254
75110,38,0
75110,35,0
75110,28,0
75120,38,254
75120,35,254
75120,28,254
75130,38,0
75130,35,0
75130,28,0
75140,38,254
75140,35,254
75140,28,254
75150,38,0
75150,35,0
75150,28,0
75160,38,254
75160,35,254
75160,28,254
75170,38,0
75170,35,0
75170,28,0
75180,38,254
75180,35,254
75180,28,254
75190,38,0
75190,35,0
75190,28,0
75200,38,254
75200,35,254
75200,28,254
75210,38,0
75210,35,0
75210,28,0
75220,38,254
75220,35,254
75220,28,254
75230,38,0
75230,35,0
75230,28,0
75240,38,254
75240,35,254
75240,28,254
75250,38,0
75250,35,0
75250,28,0
75260,38,254
75260,35,254
75260,28,254
75270,38,0
75270,35,0
75270,28,0
75280,38,254
75280,35,254
75280,28,254
75290,38,0
75290,35,0
75290,28,0
75300,38,254
75300,35,254
75300,28,254
75310,38,0
75310,35,0
75310,28,0
75320,38,254
75320,35,254
75320,28,254
75330,38,0
75330,35,0
75330,28,0
75340,38,254
75340,35,254
75340,28,254
75350,38,0
75350,35,0
75350,28,0
75360,38,254
75360,35,254
75360,28,254
75370,38,0
75370,35,0
75370,28,0
75380,38,254
75380,35,254
75380,28,254
75390,38,0
75390,35,0
75390,28,0
75400,38,254
75400,35,254
75400,28,254
75410,38,0
75410,35,0
75410,28,0
75420,38,254
75420,35,254
75420,28,254
75430,38,0
75430,35,0
75430,28,0
75440,38,254
75440,35,254
75440,28,254
75450,38,0
75450,35,0
75450,28,0
75460,38,254
75460,35,254
75460,28,254
75470,38,0
75470,35,0
75470,28,0
75480,38,254
75480,35,254
75480,28,254
75490,38,0
75490,35,0
75490,28,0
75500,38,254
75500,35,254
75500,28,254
75510,38,0
75510,35,0
75510,28,0
75520,38,254
75520,35,254
75520,28,254
75530,38,0
75530,35,0
75530,28,0
75540,38,254
75540,35,254
75540,28,254
75550,38,0
75550,35,0
75550,28,0
75560,38,254
75560,35,254
75560,28,254
75570,38,0
75570,35,0
75570,28,0
75580,38,254
75580,35,254
75580,28,254
75590,38,0
75590,35,0
75590,28,0
75600,38,254
75600,35,254
75600,28,254
75610,38,0
75610,35,0
75610,28,0
75620,38,254
75620,35,254
75620,28,254
75630,38,0
75630,35,0
75630,28,0
75640,38,254
75640,35,254
75640,28,254
75650,38,0
75650,35,0
75650,28,0
75660,38,254
75660,35,254
75660,28,254
75670,38,0
75670,35,0
75670,28,0
75680,38,254
75680,35,254
75680,28,254
75690,38,0
75690,35,0
75690,28,0
75700,38,254
75700,35,254
75700,28,254
75710,38,0
75710,35,0
75710,28,0
75720,38,254
75720,35,254
75720,28,254
75730,38,0
75730,35,0
75730,28,0
75740,38,254
75740,35,254
75740,28,254
75750,38,0
75750,35,0
75750,28,0
75760,38,254
75760,35,254
75760,28,254
75770,38,0
75770,35,0
75770,28,0
75780,38,254
75780,35,254
75780,28,254
75790,38,0
75790,35,0
75790,28,0
75800,38,254
75800,35,254
75800,28,254
75810,38,0
75810,35,0
75810,28,0
75820,38,254
75820,35,254
75820,28,254
75830,38,0
75830,35,0
75830,28,0
75840,38,254
75840,35,254
75840,28,254
75850,38,0
75850,35,0
75850,28,0
75860,38,254
75860,35,254
75860,28,254
75870,38,0
75870,35,0
75870,28,0
75880,38,254
75880,35,254
75880,28,254
75890,38,0
75890,35,0
75890,28,0
75900,38,254
75900,35,254
75900,28,254
75910,38,0
75910,35,0
75910,28,0
75920,38,254
75920,35,254
75920,28,254
75930,38,0
75930,35,0
75930,28,0
75940,38,254
75940,35,254
75940,28,254
75950,38,0
75950,35,0
75950,28,0
75960,38,254
75960,35,254
75960,28,254
75970,38,0
75970,35,0
75970,28,0
75980,38,254
75980,35,254
75980,28,254
75990,38,0
75990,35,0
75990,28,0
76000,38,254
76000,35,254
76000,28,254
76010,38,0
76010,35,0
76010,28,0
76020,38,254
76020,35,254
76020,28,254
76030,38,0
76030,35,0
76030,28,0
76040,38,254
76040,35,254
76040,28,254
76050,38,0
76050,35,0
76050,28,0
76060,38,254
76060,35,254
76060,28,254
76070,38,0
76070,35,0
76070,28,0
76080,38,254
76080,35,254
76080,28,254
76090,38,0
76090,35,0
76090,28,0
76100,38,254
76100,35,254
76100,28,254
76110,38,0
76110,35,0
76110,28,0
76120,38,254
76120,35,254
76120,28,254
76130,38,0
76130,35,0
76130,28,0
76140,38,254
76140,35,254
76140,28,254
76150,38,0
76150,35,0
76150,28,0
76160,38,254
76160,35,254
76160,28,254
76170,38,0
76170,35,0
76170,28,0
76180,38,254
76180,35,254
76180,28,254
76190,38,0
76190,35,0
76190,28,0
76200,38,254
76200,35,254
76200,28,254
76210,38,0
76210,35,0
76210,28,0
76220,38,254
76220,35,254
76220,28,254
76230,38,0
76230,35,0
76230,28,0
76240,38,254
76240,35,254
76240,28,254
76250,38,0
76250,35,0
76250,28,0
76260,38,254
76260,35,254
76260,28,254
76270,38,0
76270,35,0
76270,28,0
76280,38,254
76280,35,254
76280,28,254
76290,38,0
76290,35,0
76290,28,0
76300,38,254
76300,35,254
76300,28,254
76310,38,0
76310,35,0
76310,28,0
76320,38,254
76320,35,254
76320,28,254
76330,38,0
76330,35,0
76330,28,0
76340,38,254
76340,35,254
76340,28,254
76350,38,0
76350,35,0
76350,28,0
76360,38,254
76360,35,254
76360,28,254
76370,38,0
76370,35,0
76370,28,0
76380,38,254
76380,35,254
76380,28,254
76390,38,0
76390,35,0
76390,28,0
76400,38,254
76400,35,254
76400,28,254
76410,38,0
76410,35,0
76410,28,0
76420,38,254
76420,35,254
76420,28,254
76430,38,0
76430,35,0
76430,28,0
76440,38,254
76440,35,254
76440,28,254
76450,38,0
76450,35,0
76450,28,0
76460,38,254
76460,35,254
76460,28,254
76470,38,0
76470,35,0
76470,28,0
76480,38,254
76480,35,254
76480,28,254
76490,38,0
76490,35,0
76490,28,0
76500,38,254
76500,35,254
76500,28,254
76510,38,0
76510,35,0
76510,28,0
76520,38,254
76520,35,254
76520,28,254
76530,38,0
76530,35,0
76530,28,0
76540,38,254
76540,35,254
76540,28,254
76550,38,0
76550,35,0
76550,28,0
76560,38,254
76560,35,254
76560,28,254
76570,38,0
76570,35,0
76570,28,0
76580,38,254
76580,35,254
76580,28,254
76590,38,0
76590,35,0
76590,28,0
76600,38,254
76600,35,254
76600,28,254
76610,38,0
76610,35,0
76610,28,0
76620,38,254
76620,35,254
76620,28,254
76630,38,0
76630,35,0
76630,28,0
76640,38,254
76640,35,254
76640,28,254
76650,38,0
76650,35,0
76650,28,0
76660,38,254
76660,35,254
76660,28,254
76670,38,0
76670,35,0
76670,28,0
76680,38,254
76680,35,254
76680,28,254
76690,38,0
76690,35,0
76690,28,0
76700,38,254
76700,35,254
76700,28,254
76710,38,0
76710,35,0
76710,28,0
76720,38,254
76720,35,254
76720,28,254
76730,38,0
76730,35,0
76730,28,0
76740,38,254
76740,35,254
76740,28,254
76750,38,0
76750,35,0
76750,28,0
76760,38,254
76760,35,254
76760,28,254
76770,38,0
76770,35,0
76770,28,0
76780,38,254
76780,35,254
76780,28,254
76790,38,0
76790,35,0
76790,28,0
76800,38,254
76800,35,254
76800,28,254
76810,38,0
76810,35,0
76810,28,0
76820,38,254
76820,35,254
76820,28,254
76830,38,0
76830,35,0
76830,28,0
76840,38,254
76840,35,254
76840,28,254
76850,38,0
76850,35,0
76850,28,0
76860,38,254
76860,35,254
76860,28,254
76870,38,0
76870,35,0
76870,28,0
76880,38,254
76880,35,254
76880,28,254
76890,38,0
76890,35,0
76890,28,0
76900,38,254
76900,35,254
76900,28,254
76910,38,0
76910,35,0
76910,28,0
76920,38,254
76920,35,254
76920,28,254
76930,38,0
76930,35,0
76930,28,0
76940,38,254
76940,35,254
76940,28,254
76950,38,0
76950,35,0
76950,28,0
76960,38,254
76960,35,254
76960,28,254
76970,38,0
76970,35,0
76970,28,0
76980,38,254
76980,35,254
76980,28,254
76990,38,0
76990,35,0
76990,28,0
77000,38,254
77000,35,254
77000,28,254
77010,38,0
77010,35,0
77010,28,0
77020,38,254
77020,35,254
77020,28,254
77030,38,0
77030,35,0
77030,28,0
77040,38,254
77040,35,254
77040,28,254
77050,38,0
77050,35,0
77050,28,0
77060,38,254
77060,35,254
77060,28,254
77070,38,0
77070,35,0
77070,28,0
77080,38,254
77080,35,254
77080,28,254
77090,38,0
77090,35,0
77090,28,0
77100,38,254
77100,35,254
77100,28,254
77110,38,0
77110,35,0
77110,28,0
77120,38,254
77120,35,254
77120,28,254
77130,38,0
77130,35,0
77130,28,0
77140,38,254
77140,35,254
77140,28,254
77150,38,0
77150,35,0
77150,28,0
77160,38,254
77160,35,254
77160,28,254
77170,38,0
77170,35,0
77170,28,0
77180,38,254
77180,35,254
77180,28,254
77190,38,0
77190,35,0
77190,28,0
77200,38,254
77200,35,254
77200,28,254
77210,38,0
77210,35,0
77210,28,0
77220,38,254
77220,35,254
77220,28,254
77230,38,0
77230,35,0
77230,28,0
77240,38,254
77240,35,254
77240,28,254
77250,38,0
77250,35,0
77250,28,0
77260,38,254
77260,35,254
77260,28,254
77270,38,0
77270,35,0
77270,28,0
77280,38,254
77280,35,254
77280,28,254
77290,38,0
77290,35,0
77290,28,0
77300,38,254
77300,35,254
77300,28,254
77310,38,0
77310,35,0
77310,28,0
77320,38,254
77320,35,254
77320,28,254
77330,38,0
77330,35,0
77330,28,0
77340,38,254
77340,35,254
77340,28,254
77350,38,0
77350,35,0
77350,28,0
77360,38,254
77360,35,254
77360,28,254
77370,38,0
77370,35,0
77370,28,0
77380,38,254
77380,35,254
77380,28,254
77390,38,0
77390,35,0
77390,28,0
77400,38,254
77400,35,254
77400,28,254
77410,38,0
77410,35,0
77410,28,0
77420,38,254
77420,35,254
77420,28,254
77430,38,0
77430,35,0
77430,28,0
77440,38,254
77440,35,254
77440,28,254
77450,38,0
77450,35,0
77450,28,0
77460,38,254
77460,35,254
77460,28,254
77470,38,0
77470,35,0
77470,28,0
77480,38,254
77480,35,254
77480,28,254
77490,38,0
77490,35,0
77490,28,0
77500,38,254
77500,35,254
77500,28,254
77510,38,0
77510,35,0
77510,28,0
77520,38,254
77520,35,254
77520,28,254
77530,38,0
77530,35,0
77530,28,0
77540,38,254
77540,35,254
77540,28,254
77550,38,0
77550,35,0
77550,28,0
77560,38,254
77560,35,254
77560,28,254
77570,38,0
77570,35,0
77570,28,0
77580,38,254
77580,35,254
77580,28,254
77590,38,0
77590,35,0
77590,28,0
77600,38,254
77600,35,254
77600,28,254
77610,38,0
77610,35,0
77610,28,0
77620,38,254
77620,35,254
77620,28,254
77630,38,0
77630,35,0
77630,28,0
77640,38,254
77640,35,254
77640,28,254
77650,38,0
77650,35,0
77650,28,0
77660,38,254
77660,35,254
77660,28,254
77670,38,0
77670,35,0
77670,28,0
77680,38,254
77680,35,254
77680,28,254
77690,38,0
77690,35,0
77690,28,0
77700,38,254
77700,35,254
77700,28,254
77710,38,0
77710,35,0
77710,28,0
77720,38,254
77720,35,254
77720,28,254
77730,38,0
77730,35,0
77730,28,0
77740,38,254
77740,35,254
77740,28,254
77750,38,0
77750,35,0
77750,28,0
77760,38,254
77760,35,254
77760,28,254
77770,38,0
77770,35,0
77770,28,0
77780,38,254
77780,35,254
77780,28,254
77790,38,0
77790,35,0
77790,28,0
77800,38,254
77800,35,254
77800,28,254
77810,38,0
77810,35,0
77810,28,0
77820,38,254
77820,35,254
77820,28,254
77830,38,0
77830,35,0
77830,28,0
77840,38,254
77840,35,254
77840,28,254
77850,38,0
77850,35,0
77850,28,0
77860,38,254
77860,35,254
77860,28,254
77870,38,0
77870,35,0
77870,28,0
77880,38,254
